,CAS_No,SupplementalRecordUI,Agent,Year,Month,Day,Note,Frequency,DescriptorUI,Source,ConceptUI,RegistryNumber,TermUI,ThesaurusID,QualifierUI,PreviousIndexing,CASN1Name,Concept1UI,Concept2UI,DataSource,FileLocator,NameOfSubstance,Synonyms,RelatedRegistryNumber,ClassificationCode,MolecularFormula,DescriptorName,OtherRegistryNumber,FormulaFragment,SuperListName,SuperlistClassCode,InternetLocator,SuperlistLocator,MixtureName,GroupNo,Volume,id
2179,50486,,"5H-Dibenz(b,f)azepine-5-propanamine, 10,11-dihydro-N,N-dimethyl- (9CI), Imipramine, Amitriptyline, 5H-Dibenz(b,f)azepine, 5-(3-(dimethylamino)propyl)-10,11-dihydro-",,,,"3-(10,11-Dihydro-5H-dibenzo(a,d)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine. Tricyclic antidepressant with anticholinergic and sedative properties. It prevents the re-uptake of norepinephrine and serotonin at nerve terminals and is used particularly in the treatment of endogenous depression., A Metabolite of IMIPRAMINE that is itself used in the treatment of psychiatric disorders. In addition to its use in depression, desipramine has also been tried in the treatment of panic disorder and attention-deficit disorders.",,,"EINECS, HSDB, MESH, RTECS, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, HSDB, MESH, RTECS, TOXLINE, AIDSLINE, MEDLINEplus, EMIC, MESH HEADING, DART/ETIC","Imipramine, Amitriptyline","Melipramine, 5-20-08-00096 (Beilstein Handbook Reference), 5H-Dibenz(b,f)azepine-5-propanamine, 10,11-dihydro-N,N-dimethyl-, Eupramin, Irmin, Nelipramin, 5,6-Dihydro-N-(3-(dimethylamino)propyl)-11H-dibenz(b,e)azepine, Tryptanol, Tofranil, 5-(3-(Dimethylamino)propyl)-10,11-dihydro-5H-dibenz(b,f)azepine, EINECS 200-042-1, Imiprin, NSC 169866, Imipramina Italian, Imipraminum INN-Latin, Dpid, Imipramine, Imidobenzyle, 5-(3-Dimethylaminopropyl)-10,11-dihydro-5H-dibenzo(b,f)azepine, Antideprin, Promiben, Dyna-zina, Censtim, Melipramin, 1-(3-Dimethylaminopropyl)-4,5-dihydro-2,3,6,7-dibenzazepine, Imipramina INN-Spanish, Iramil, Berkomine, Timolet, HSDB 3100, Censtin, 5H-Dibenz(b,f)azepine, 5-(3-(dimethylamino)propyl)-10,11-dihydro-, Surplix, N-(gamma-Dimethylaminopropyl)iminodibenzyl, Dimipressin, ""2,2-(3-Dimethylaminopropylimino)bibenzyl"", Dynaprin, Imizinum, Imizine, Imizin, Intalpram, Prazepine, ""2,2-(3-Dimethylaminopropylimino)dibenzyl"", Impramine, BRN 0256892, Imavate, G-22355, Psychoforin, 5H-Dibenz(b,f)azepine, 10,11-dihydro-5-(3-(dimethylamino)propyl)-, N-(3-Dimethylaminopropyl)-o-iminodibenzyl","17086-03-2 (pamoate (2:1)), 549-18-8 (hydrochloride), 30227-34-0 (maleate (1:1)), 58-28-6 (hydrochloride)","Drug / Therapeutic Agent, Human Data, Antidepressive agents, tricyclic, Adrenergic uptake inhibitors, Reproductive Effect","C20-H23-N, C18-H22-N2","Imipramine, Amitriptyline",1430221-00-3,Cl-H,6-Mercaptopurine,Overall Carcinogenic Evaluation: Group 3,NIST WebBook,IARC,Talacen,,,
2180,50497,,"Estra-1,3,5(10)-triene-3,17-diol, (17beta)-, 3-benzoate, Imipramine, Estradiol benzoate, Estradiol, 3-benzoate",,,,"3-(10,11-Dihydro-5H-dibenzo(a,d)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine. Tricyclic antidepressant with anticholinergic and sedative properties. It prevents the re-uptake of norepinephrine and serotonin at nerve terminals and is used particularly in the treatment of endogenous depression., The prototypical tricyclic antidepressant. It has been used in major depression, dysthymia, bipolar depression, attention-deficit disorders, agoraphobia, and panic disorders. It has less sedative effect than some other members of this therapeutic group.",,,"CCRIS, EINECS, HSDB, MESH, RTECS, IARC, NLM, USPDDN",,,,,,,,,,chemid.xml,"GENETOX, CANCERLIT, MEDLINE, EINECS, HSDB, MESH, RTECS, TOXLINE, AIDSLINE, MEDLINEplus, EMIC, MESH HEADING, DART/ETIC","Estradiol benzoate, Imipramine, Estradiol benzoate INN:JAN, Estradiol 3-benzoate","Hormogynon, Diffollisterol, Benzoestrofol, Unistradiol, Primogyn I, EBZ, Benovocylin, Benzhormovarine, Ovocyclin benzoate, Ovocyclin-MB, Benzo-Gynoestryl, Tofranil, 17beta-Estradiol monobenzoate, Eston-B, 17-beta-Estradiol benzoate, Hidroestron, Estradiolo benzoato DCIT, Diogyn B, Follidrin, Oestradiolum benzoicum, Gynformone, Estra-1,3,5(10)-triene-3,17-diol (17-beta)-3-benzoate, Estradiol benzoate (VAN), Benzoato de estradiol INN-Spanish, ""Benzoate destradiol INN-French"", Estradiol-17-beta-3-benzoate, Gynecormone, Ovahormon benzoate, Estra-1,3,5(10)-triene-3,17beta-diol, 3-benzoate, Oestradiol 3-benzoate, Primogyn B oleosum, Progynon B, ""Benzoate doestradiol French"", Primogyn B, Oestradiolum benzoylatum, Dimenformon benzoate, Oestradioli benzoas, Recthormone oestradiol, Graafina, 17-beta-Oestradiol 3-benzoate, 17-beta-Estradiol 3-benzoate, Difolliculine, Dihydrofolliculine benzoate, EINECS 200-043-7, Oestraform (BDH), NSC 9566, BRN 3107526, Estradiol benzoate, 4-09-00-00406 (Beilstein Handbook Reference), Estra-1,3,5(10)-triene-3,17-beta-diol, 3-benzoate, CCRIS 281, Ovasterol-B, Progynon benzoate, AI3-52465, Estradioli benzoas INN-Latin, Benzoic acid estradiol, Benzofoline, Follicormon, Femestrone, Oestradiol monobenzoate, Estradiol benzoate INN, Agofollin Depot, Estradiol monobenzoate, Estradiol 3-benzoate, Ovocyclin M, Solestro, Estradiol-17beta 3-benzoate, De graafina","549-18-8 (hydrochloride), 113-52-0 (mono-hydrochloride)","Drug / Therapeutic Agent, Mutation data, Human Data, Antidepressive agents, tricyclic, Adrenergic uptake inhibitors, Reproductive Effect","C20-H23-N, C19-H24-N2",Imipramine,1430221-00-3,Cl-H,"Oestradiol 3-benzoate, 6-Mercaptopurine",Overall Carcinogenic Evaluation: Group 3,NIST WebBook,IARC,Talacen,,,
2181,50500,,"Thioridazine, Estradiol, 3-benzoate, Phenothiazine, 10-((1-methyl-2-piperidyl)ethyl)-2-(methylthio)-, 10H-Phenothiazine, 10-(2-(1-methyl-2-piperidinyl)ethyl)-2-(methylthio)-",,,,"The prototypical tricyclic antidepressant. It has been used in major depression, dysthymia, bipolar depression, attention-deficit disorders, agoraphobia, and panic disorders. It has less sedative effect than some other members of this therapeutic group.",,,"EINECS, HSDB, RTECS, IARC, MESH, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, CCRIS, EINECS, MESH, RTECS, TOXLINE, EMIC, DART/ETIC","Thioridazine, Thioridazine USAN:BAN:INN, Estradiol benzoate INN:JAN","Unistradiol, (+-)-Thioridazine, Malloryl, HSDB 3189, Melleretten, Mellerets, Sonapax, Mellaril-S, TP-21, Meleril, AI3-51923, Melleril, Tioridazina INN-Spanish, Thioridazinum INN-Latin, dl-Thioridazine, Mellerette, Melleril (liquid), ""3-Methylmercapto-N-(2-(N-methyl-2-piperidyl)ethyl)phenothiazine"", Thioridazine prolongatum, Thioridazin, 10-(2-(1-Methyl-2-piperidyl)ethyl)-2-(methylthio)phenothiazine, Mallorol, 2-Methylmercapto-10-(2-(N-methyl-2-piperidyl)ethyl)phenothiazine, EINECS 200-044-2, Thioridazine",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Mutation data, Human Data, Hormone, Tumor data, Reproductive Effect","C25-H28-O3, C19-H24-N2","Imipramine, Thioridazine",1430221-00-3,Cl-H,Oestradiol 3-benzoate,Overall Carcinogenic Evaluation: Group 3,NIST WebBook,IARC,Talacen,,,
2182,50522,,"10H-Phenothiazine-10-propanamine, 2-chloro-N,N-dimethyl-, Thioridazine, Chlorpromazine, Phenothiazine, 2-chloro-10-(3-(dimethylamino)propyl)-",,,,"A Phenothiazine antipsychotic used in the management of psychoses, including schizophrenia, and in the control of severely disturbed or agitated behavior. It has little antiemetic activity. Thioridazine has a higher incidence of antimuscarinic effects, but a lower incidence of extrapyramidal symptoms, than CHLORPROMAZINE. (From Martindale, The Extra Pharmacopoeia, 30th ed, p618), The prototypical tricyclic antidepressant. It has been used in major depression, dysthymia, bipolar depression, attention-deficit disorders, agoraphobia, and panic disorders. It has less sedative effect than some other members of this therapeutic group.",,,"CCRIS, EINECS, MESH, RTECS, HSDB, NLM, USPDDN",,,,,,,,,,chemid.xml,"GENETOX, CANCERLIT, MEDLINE, EINECS, HSDB, MESH, RTECS, TOXLINE, AIDSLINE, MEDLINEplus, EMIC, MESH HEADING, DART/ETIC","Chlorpromazine, Thioridazine USAN:BAN:INN, Chlorpromazine USAN:BAN:INN","Chlorderazin, Promactil, Largactilothiazine, Esmind, NSC 167745, Thorazine Suppositories, 2-Cloro-10 (3-dimetilaminopropil)fenotiazina Italian, Chlorpromazin, Megaphen, Chlorpromazine, Clorpromazina Italian, HL 5746, Promazil, Clorpromazina INN-Spanish, Sanopron, Novomazina, Chlor-Promanyl, Propaphenin, Largactyl, SKF 2601-A, Contomin, Aminazin, CCRIS 3711, BC 135, Chloro-3 (dimethylamino-3 propyl)-10 phenothiazine French, Chlorpromados, HSDB 3033, Proma, Fraction AB, Aminazine, Chloropromazine, Largactil, Chlorpromazinum INN-Latin, Fenaktyl, EINECS 200-045-8, 2-Chloro-10-(3-(dimethylamino)propyl)phenothiazine, dl-Thioridazine, Ampliactil, Phenactyl, Elmarin, Thorazine, Fenactil, Psychozine, CPZ, Wintermin, Prozil, N-(3-Dimethylaminopropyl)-3-chlorophenothiazine, 4560 R.P., Torazina, 2-Chloropromazine",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Mutation data, Human Data, Sedative-hypnotic, Reproductive Effect, Antipsychotic, Antipsychotic agents, phenothiazine, Dopamine antagonists, Tumor data","C25-H28-O3, C21-H26-N2-S2","Thioridazine, Chlorpromazine","57129-06-3, 1430221-00-3",Cl-H,Oestradiol 3-benzoate,Overall Carcinogenic Evaluation: Group 3,"SRC CHEMFATE, NIST WebBook",IARC,Talacen,,,
2183,50533,,"Quinidine sulfate (2:1) (salt), ""Cinchonan-9-ol, 6-methoxy-, (9S)-, sulfate (2:1) (salt)"", Quinidine sulphate, Phenothiazine, 2-chloro-10-(3-(dimethylamino)propyl)-",,,,"A Phenothiazine antipsychotic used in the management of psychoses, including schizophrenia, and in the control of severely disturbed or agitated behavior. It has little antiemetic activity. Thioridazine has a higher incidence of antimuscarinic effects, but a lower incidence of extrapyramidal symptoms, than CHLORPROMAZINE. (From Martindale, The Extra Pharmacopoeia, 30th ed, p618), ""The prototypical phenothiazine antipsychotic drug. Like the other drugs in this class chlorpromazines antipsychotic actions are thought to be due to long-term adaptation by the brain to blocking dopamine receptors. Chlorpromazine has several other actions and therapeutic uses, including as an antiemetic and in the treatment of intractable hiccup.""",,,"EINECS, MESH, RTECS, HSDB, TSCAINV, NLM, USPDDN",,,,,,,,,,chemid.xml,"GENETOX, CANCERLIT, MEDLINE, CCRIS, EINECS, HSDB, MESH, RTECS, TOXLINE, AIDSLINE, MEDLINEplus, EMIC, MESH HEADING, DART/ETIC","Quinidine sulfate anhydrous, Quinidine sulfate, Chlorpromazine USAN:BAN:INN","sk-Quinidine sulfate, Quinidine sulfate, (2:1) (salt), Systodin, Kinichron, Chinidine sulfate, Quinidine sulfate, Quinidate, Quinidine monosulfate, Quinora, EINECS 200-046-3, Quinidex, ""(9S)-6-Methoxycinchonan-9-ol sulfate (2:1) (salt)"", Auriquin, ""Cinchonan-9-ol, 6-methoxy-, (9S)-, sulfate (2:1) (salt)"", Quinitex, Wintermin, NSC 10004, Quinicardine, Quinidine sulfate (salt), Quinidine sulphate, HSDB 5515",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Anti-emetic, Sedative-hypnotic, Human Data, Mutation data, Antiemetics, Antipsychotic, Antipsychotic agents, phenothiazine, Dopamine antagonists, Reproductive Effect","C21-H26-N2-S2, C17-H19-Cl-N2-S",Chlorpromazine,57129-06-3,Cl-H,Oestradiol 3-benzoate,Overall Carcinogenic Evaluation: Group 3,"SRC CHEMFATE, NIST WebBook",IARC,Talacen,,,
2184,50544,,"Reserpine, Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-, 3-beta,20-alpha-Yohimban-16-beta-carboxylic acid, 18-beta-hydroxy-11,17-alpha-dimethoxy-, methyl ester, 3,4,5-trimethoxybenzoate (ester), Quinidine sulphate, 3beta,20alpha-Yohimban-16beta-carboxylic acid, 18beta-hydroxy-11,17alpha-dimethoxy- methyl ester 3,4,5-trimethoxybenzoate (ester) (8CI)",,,,"""The prototypical phenothiazine antipsychotic drug. Like the other drugs in this class chlorpromazines antipsychotic actions are thought to be due to long-term adaptation by the brain to blocking dopamine receptors. Chlorpromazine has several other actions and therapeutic uses, including as an antiemetic and in the treatment of intractable hiccup.""",,,"RQ, PA, CCRIS, HSDB, EINECS, RTECS, TSCAINV, MESH, CA65, IARC, NTPA, NTPT, MA, NLM, USPDDN",,,,,,,,,,chemid.xml,"DSL, EINECS, HSDB, RTECS, TSCAINV, TOXLINE, DART/ETIC","Quinidine sulfate anhydrous, Reserpine USAN:BAN:INN:JAN, Reserpine","Bioserpine, Reserpidefe, Hiserpia, Klimanosid, 3P Reserp, Alkarau, Rauvlid, Resaltex, Hydroserpine Plus, Raupasil, Alserin, RCRA waste number U200, Reserp, Apoplon, CCRIS 550, Carditivo, Hydropine, Metatensin #4, Apsical, Rau-Sed, Hydroserp, Reser-AR, Demi-Regroton, NSC 237659, Enipresser, Methyl reserpate 3,4,5-trimethoxybenzoic acid ester, Raudiford, Loweserp, Reserfia, Rauserpol, Hypersil, Metatensin #2, Reserjen, Anquil, Crystoserpine, Renese-R, Hydro-Reserpine-50, Carpacil, Methyl 18beta-hydroxy-11,17alpha-dimethoxy-3beta,20alpha-yohimban-16beta-carboxylate 3,4,5-trimethoxybenzoate (ester), Rausedan, Reserpanca, Eskaserp, Rausedil, H 520, Hydromox-R, Resine, Deserpine, Banasil, Neo-antitensol, Mayserpine, Chloroserp-250, Eserpine, Helfoserpin, Kitine, NCI-C50157, Neoserp, Benazyl, Mallopress, Idsoserp, Rautrin, Austrapine, Reserpene, Chloroserpine-500, Hiposerpil, Caswell No. 722A, Rausedyl, Carrserp, Hydroserpine #1, Resedril, Neoserfin, Key-serpine, EPA Pesticide Chemical Code 123101, Reserpal, Hydro-Fluserpine #1, HSDB 213, Rauserpin-Alk, Recipin, Raudixoid, Resercen, Diupres 250, Rausingle, Regroton, Resercaps, (-)-Reserpine, ENT 50146, 11,17-Dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)yohimban-16-carboxylic acid methyl ester, Rauwilid, Maviserpin, Chloroserpin-250, Raulen, Raurine, Interpina, Rausan, Hypersine, Raucap, Reserpoid, Resedrex, Raunervil, Raumorine, 3,4,5-Trimethoxybenzoyl methyl reserpate, Rauwoleaf, Lemiserp, Diupres 500, Mephaserpin, Hydropres 50, Diutensen-R, Hydrosine 25, Rivasin, Reserpamed, Raugal, Hydro-Reserpine-25, Reserpex, Roxinoid, Rauwipur, BRN 0102014, Diurese-R, sk-Quinidine sulfate, Sandril, Rawilid, Reserpic acid methyl ester 3,4,5-trimethoxybenzoate (ester), Ascoserpina, AI3-50146, Elserpine, Riserpa, Respital, ""l""-Carpserp, Rauloydin, Rauwasedin, Reserpil, Raupoid, Rauwita, Escaspere, Chloroserp-500, Purserpine, Rese-Lar, Raunorine, Rauserpine, Hydroserpalan, Quiescin, Reserpina INN-Spanish, Eskaserpine, SYNONYMS TRUNCATED AT 150 OCCURENCES, Reserlor, Restran, 4-25-00-01319 (Beilstein Handbook Reference), EINECS 200-047-9, Reserbal, Hydropres 25, Gilucard",113-52-0 (mono-hydrochloride),"Human Data, Drug / Therapeutic Agent, Reproductive Effect","C40-H48-N4-O4.H2-O4-S, C40-H50-N4-O8-S, C17-H19-Cl-N2-S, C20-H24-N2-O2.1/2H2-O4-S","Reserpine, Chlorpromazine","57129-06-3, 30356-06-0, 804-62-6, 11034-22-3","H2-O4-S, C20-H24-N2-O2, COMPONENT, C40-H48-N4-O4, Cl-H","Oestradiol 3-benzoate, RCRA waste no. U200, Reserpine, Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Overall Carcinogenic Evaluation: Group 3,SRC CHEMFATE,IARC,"Salutensin, Unipres, Hydropres, Metatensin, Naquival, Demi-Regroton, Regroton, Renese R, Talacen, Ser-Ap-Es, Diupres, Diutensen-R",,,
2185,50555,,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-, Oxytocin, Reserpine, Reserpic acid methyl ester 3,4,5-trimethoxybenzoate (ester)|Reserpine||Methyl reserpate 3,4,5-trimethoxybenzoate (ester)|Trimethoxybenzoyl methyl reserpate",1987,,,"An Alkaloid found in the roots of Rauwolfia serpentina and R. vomitoria. Reserpine inhibits the uptake of norepinephrine into storage vesicles resulting in depletion of catecholamines and serotonin from central and peripheral axon terminals. It has been used as an antihypertensive and an antipsychotic as well as a research tool, but its adverse effects limit its clinical use., ""The prototypical phenothiazine antipsychotic drug. Like the other drugs in this class chlorpromazines antipsychotic actions are thought to be due to long-term adaptation by the brain to blocking dopamine receptors. Chlorpromazine has several other actions and therapeutic uses, including as an antiemetic and in the treatment of intractable hiccup.""",,,"RQ, EINECS, MESH, RTECS, TSCAINV, IARC, HSDB, NTPA, USPDDN, NLM",,,,,,,,,,"chemid.xml, List_of_Classifications.xls, PPIS/chemname.zip","GENETOX, CANCERLIT, MEDLINE, CCRIS, EINECS, HSDB, TSCAINV, MESH, MEDLINEplus, RTECS, SUPERLIST, TOXLINE, EMIC, MESH HEADING, DART/ETIC","Oxytocin USAN:BAN:INN:JAN, Reserpine USAN:BAN:INN:JAN, Oxytocin","BRN 3586108, Oxytocinum INN-Latin, Syntocin, 3-Isoleucine-8-leucine vasopressin, Sandril, Oxitocina INN-Spanish, Pitocin, Uteracon, Presoxin, Syntocinone, Nobitocin S, Syntocinon, Ocytocin, L-Cysteinyl-L-tyrosyl-L-isoleucyl-L-glutaminyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-leucylglycinamide cyclic (1-6)-disulfide, Posterior pituitary extract, Oxystin, EINECS 200-048-4, (1-Hemicystine)oxytocin, Oxytocine INN-French, Di-sipidin, Piton S, Synpitan, Vasopressin, 3-L-isoleucine-8-L-leucine-, Ossitocina DCIT, alpha-Hypophamine, HSDB 2182, Oxytocin, Synthetic oxytocin, Orasthin, Atonin O, Utedrin, Partocon, Ocytocinum, Endopituitrina, Oxetakain Czech",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Mutation data, Antihypertensive agents, Human Data, Antipsychotic agents, TSCA Flag: S Subject to a proposed or final SNUR, Tumor data, Natural Product, Antihypertensive, Sympatholytics, Adrenergic uptake inhibitors, Reproductive Effect","C33-H40-N2-O9, C40-H50-N4-O8-S","Reserpine, Oxytocin","141099-49-2, 804-62-6, 8048-25-7, 1407-38-1",H2-O4-S,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-","Reportable Quantity (RQ) = 5000 lb, Reasonably anticipated to be a carcinogen, Overall Carcinogenic Evaluation: Group 3","SRC CHEMFATE, NIST WebBook","RQ, CA65, NTPT, IARC, PA, MA, NTPA",Unipres,3,"24, Sup 7",123101
2186,505602,,"Mustard gas (see Sulfur mustard), Sulfur mustard",2012,,,,,,,,,,,,,,,,"List_of_Classifications.xls, List_of_Classifications.xls",,,,,,,,,,,,,,,1,"9, Sup 7, 100F",
2187,50566,,"Oxytocin, Lypressin, Vasopressin, 8-L-lysine-",,,,"An Alkaloid found in the roots of Rauwolfia serpentina and R. vomitoria. Reserpine inhibits the uptake of norepinephrine into storage vesicles resulting in depletion of catecholamines and serotonin from central and peripheral axon terminals. It has been used as an antihypertensive and an antipsychotic as well as a research tool, but its adverse effects limit its clinical use., A Nonapeptide posterior pituitary hormone that causes uterine contractions and stimulates lactation.",,,"HSDB, EINECS, TSCAINV, RTECS, MESH, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, DSL, MEDLINE, EINECS, HSDB, TSCAINV, MESH, MEDLINEplus, AIDSLINE, RTECS, TOXLINE, EMIC, MESH HEADING, DART/ETIC","Lypressin USAN:BAN:INN, Oxytocin USAN:BAN:INN:JAN, Lypressin, Vasopressin (lysine form)","Vasopressin-8-lysine, (8-Lysine)vasopressin, Lipressina DCIT, L-Cysteinyl-L-tyrosyl-L-phenylalanyl-L-glutaminyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-lysylglycinamide cyclic (1->6)-disulfide, Lysine vasopressin, EINECS 200-050-5, L-Lysine vasopressin, Lypressine INN-French, 8-L-Lysinevasopressin, Diapid, Lypressin, Lipresina INN-Spanish, Lysine pitressin, 8-L-Lysine vasopressin, Postacton, Pitressin, Lysine-vasopressin, Vasophysin, alpha-Hypophamine, Lypressinum INN-Latin, BRN 4648365, Syntopressin",113-52-0 (mono-hydrochloride),"Oxytocic, Drug / Therapeutic Agent, Human Data, Hormone, Reproductive Effect, Tumor data","C33-H40-N2-O9, C43-H66-N12-O12-S2","Oxytocin, Lypressin","147297-13-4, 112457-76-8, 8048-25-7",H2-O4-S,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2188,50577,,"Morpholine, 3,4-dimethyl-2-phenyl-, (2S,3S)-, (2R,3R)-2,3-dihydroxybutanedioate (1:1), Morpholine, 3,4-dimethyl-2-phenyl-, tartrate, D-, Vasopressin, 8-L-lysine-, Morpholine, 3,4-dimethyl-2-phenyl-, (+)-, tartrate (1:1) (8CI), Morpholine, 3,4-dimethyl-2-phenyl-, (2S-trans)-, (R-(R*,R*))-2,3-dihydroxybutanedioate (1:1), Phendimetrazine hydrogen tartrate",,,,"A Nonapeptide posterior pituitary hormone that causes uterine contractions and stimulates lactation., 8-Lysyl vasopressin. The porcine antidiuretic hormone most frequently used clinically. A cyclic nonapeptide with lysine in position 8 of the chain; it is used to treat diabetes insipidus and as hemostatic because of its vasoconstrictor action.",,,"EINECS, MESH, RTECS, NLM, USPDDN",,,,,,,,,,chemid.xml,"CANCERLIT, MEDLINE, EINECS, MESH, RTECS, TOXLINE, MEDLINEplus, EMIC, MESH HEADING, DART/ETIC","Phendimetrazine bitartrate, Vasopressin (lysine form), Phendimetrazine tartrate USAN","D-3,4-Dimethyl-2-phenyl-morpholine tartrate, EINECS 200-051-0, Statobex, Phendimetrazine tartrate, Metra, Vasopressin-8-lysine, Plegine, Prelu-2, (2S,3S)-3,4-Dimethyl-2-phenylmorpholine L-(+)-tartrate (1:1), SPRX, Adipost",113-52-0 (mono-hydrochloride),"Drug / Therapeutic Agent, Vasoconstrictor, Renal agents, Hemostatics, Antidiuretic, Vasoconstrictor agents, Reproductive Effect","C46-H65-N13-O12-S2, C43-H66-N12-O12-S2",Lypressin,147297-13-4,H2-O4-S,"Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2189,50588,,"Pyridinium, 1-((2-carboxy-8-oxo-7-((2-thienylacetyl)amino)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, inner salt, (6R-trans)-, Cefaloridine, Pyridinium, 1-((2-carboxy-8-oxo-7-((2-thienylacetyl)amino)-5-thia-1-azabicyclo(4.2.0)-oct-2-en-3-yl)methyl)-, hydroxide, inner salt, (6R-trans)-, Pyridinium, 1-((2-carboxy-8-oxo-7-(2-(2-thienyl)acetamido)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, hydroxide, inner salt, Phendimetrazine hydrogen tartrate",,,,8-Lysyl vasopressin. The porcine antidiuretic hormone most frequently used clinically. A cyclic nonapeptide with lysine in position 8 of the chain; it is used to treat diabetes insipidus and as hemostatic because of its vasoconstrictor action.,,,"HSDB, EINECS, RTECS, MESH, NLM, USPDDN",,,,,,,,,,chemid.xml,"EINECS, RTECS, TOXLINE","Cephaloridine USAN:BAN, Cephaloridine, Phendimetrazine tartrate USAN","Aliporina, N-(7-((2-Thienyl)acetamido)ceph-3-em-3-ylmethyl)pyridinium-4-carboxylate, 7-(Thiophene-2-acetamido)-3-(1-pyridylmethyl)-3-cephem-4-carboxylic acid betaine, Cephaloridinum, Faredina, Floridin, Ceporan, Ceporine, Keflordin, Cefalorizin, Intrasporin, Pyridinium, 1-((2-carboxy-8-oxo-7-((2-thienylacetyl)amino)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, hydroxide, inner salt, (6R-trans)-, Kefloridin, (6R,7R)-1-((2-Carboxy-8-oxo-7-(2-(2-thienyl)acetamido)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)pyridinium hydroxide, inner salt, 7-((2-Thienyl)acetamido)-3-(1-pyridylmethyl)cephalosporanic acid, Keflodin, Deflorin, Statobex, Sch 11527, 40602, Cefaloridin, Betaine cephaloridine, Glaxoridin, Cefaloridina INN-Spanish, Loridine, Ampligram, Ceflorin, Cephaloridin, EINECS 200-052-6, Cefaloridine, Lloncefal, Ceporin, Kefspor, ""1-((7-beta-(2-(2-Thienyl)acetamido)-8-oxo-1-aza-5-thiabicyclo(4.2.0)-oct-2-en-3-yl)methyl)pyridinium-2-carboxylate"", Cephaloridine, 7-(alpha-(2-Thienyl)acetamido)-3-(1-pyridylmethyl)-3-cephem-4-carboxylic acid betaine, CER, Cepaloridin, ""N-(7-(2-Thienylacetamidoceph-3-ylmethyl))-pyridinium-2-carboxylate"", Sefacin, Cepalorin, HSDB 3023, Lilly 40602, CEPH 87/4, Cilifor, Cefaloridinum INN-Latin",113-52-0 (mono-hydrochloride),"Appetite suppressant systemic, Drug / Therapeutic Agent, Vasoconstrictor agents","C46-H65-N13-O12-S2, C12-H17-N-O.C4-H6-O6","Lypressin, Cephaloridine","21102-82-9, 147297-13-4, 2233-26-3","H2-O4-S, C12-H17-N-O, COMPONENT, C4-H6-O6","Yohimban-16-carboxylic acid, 11,17-dimethoxy-18-((3,4,5-trimethoxybenzoyl)oxy)-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)-",Reportable Quantity (RQ) = 5000 lb,SRC CHEMFATE,RQ,Unipres,,,
2190,50594666,,"Chloro-4-(trifluoromethyl)phenoxy)-2-nitrobenzoic acid|Acifluorfen (ANSI)||Benzoic acid, 5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitro-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,114401
